Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount,Age Group,Day of Week,Month,Quarter
322,2023-01-30,CUST322,Male,51,Electronics,1,500,500,46-55,Monday,January,1
323,2023-01-26,CUST323,Female,29,Beauty,3,300,900,26-35,Thursday,January,1
324,2023-10-27,CUST324,Female,52,Electronics,3,50,150,46-55,Friday,October,4
325,2023-09-02,CUST325,Female,52,Electronics,2,25,50,46-55,Saturday,September,3
326,2023-09-15,CUST326,Female,18,Clothing,3,25,75,18-25,Friday,September,3
327,2023-09-29,CUST327,Male,57,Electronics,3,50,150,56-65,Friday,September,3
328,2023-03-22,CUST328,Male,39,Beauty,2,50,100,36-45,Wednesday,March,1
329,2023-01-30,CUST329,Female,46,Electronics,4,25,100,46-55,Monday,January,1
330,2023-09-18,CUST330,Female,25,Beauty,4,50,200,26-35,Monday,September,3
331,2023-02-11,CUST331,Male,28,Electronics,3,30,90,26-35,Saturday,February,1
332,2023-04-06,CUST332,Male,58,Electronics,4,300,1200,56-65,Thursday,April,2
333,2023-02-05,CUST333,Female,54,Electronics,4,300,1200,46-55,Sunday,February,1
334,2023-11-01,CUST334,Male,31,Electronics,3,300,900,26-35,Wednesday,November,4
335,2023-02-04,CUST335,Female,47,Beauty,4,30,120,46-55,Saturday,February,1
336,2023-12-12,CUST336,Female,52,Beauty,3,50,150,46-55,Tuesday,December,4
337,2023-05-01,CUST337,Male,38,Clothing,1,500,500,36-45,Monday,May,2
338,2023-07-26,CUST338,Male,54,Beauty,2,50,100,46-55,Wednesday,July,3
339,2023-03-03,CUST339,Female,22,Electronics,2,25,50,18-25,Friday,March,1
340,2023-10-19,CUST340,Female,36,Clothing,4,300,1200,36-45,Thursday,October,4
341,2023-05-07,CUST341,Male,31,Clothing,4,50,200,26-35,Sunday,May,2
342,2023-10-24,CUST342,Female,43,Clothing,4,500,2000,36-45,Tuesday,October,4
343,2023-11-01,CUST343,Male,21,Electronics,2,25,50,18-25,Wednesday,November,4
344,2023-01-21,CUST344,Female,42,Beauty,1,30,30,36-45,Saturday,January,1
345,2023-11-14,CUST345,Male,62,Electronics,1,30,30,56-65,Tuesday,November,4
346,2023-02-11,CUST346,Male,59,Clothing,2,500,1000,56-65,Saturday,February,1
347,2023-08-03,CUST347,Male,42,Electronics,1,25,25,36-45,Thursday,August,3
348,2023-12-03,CUST348,Female,35,Electronics,2,300,600,36-45,Sunday,December,4
349,2023-10-26,CUST349,Female,57,Beauty,1,50,50,56-65,Thursday,October,4
350,2023-10-17,CUST350,Male,25,Beauty,3,25,75,26-35,Tuesday,October,4
351,2023-09-25,CUST351,Female,56,Clothing,3,30,90,56-65,Monday,September,3
352,2023-06-11,CUST352,Male,57,Electronics,2,500,1000,56-65,Sunday,June,2
353,2023-05-14,CUST353,Male,31,Electronics,1,500,500,26-35,Sunday,May,2
354,2023-04-15,CUST354,Female,49,Beauty,4,50,200,46-55,Saturday,April,2
355,2023-12-09,CUST355,Female,55,Electronics,1,500,500,56-65,Saturday,December,4
356,2023-06-10,CUST356,Male,50,Electronics,3,500,1500,46-55,Saturday,June,2
357,2023-05-03,CUST357,Female,40,Electronics,3,25,75,36-45,Wednesday,May,2
358,2023-05-16,CUST358,Female,32,Beauty,1,300,300,26-35,Tuesday,May,2
359,2023-07-22,CUST359,Male,50,Clothing,1,50,50,46-55,Saturday,July,3
360,2023-03-09,CUST360,Male,42,Clothing,4,25,100,36-45,Thursday,March,1
361,2023-12-10,CUST361,Female,34,Electronics,4,300,1200,26-35,Sunday,December,4
362,2023-11-27,CUST362,Male,50,Clothing,1,25,25,46-55,Monday,November,4
363,2023-06-03,CUST363,Male,64,Beauty,1,25,25,56-65,Saturday,June,2
364,2023-08-23,CUST364,Female,19,Beauty,1,500,500,18-25,Wednesday,August,3
365,2023-06-11,CUST365,Male,31,Clothing,1,300,300,26-35,Sunday,June,2
366,2023-02-07,CUST366,Male,57,Clothing,2,50,100,56-65,Tuesday,February,1
367,2023-01-05,CUST367,Female,57,Electronics,1,50,50,56-65,Thursday,January,1
368,2023-08-23,CUST368,Female,56,Clothing,4,300,1200,56-65,Wednesday,August,3
369,2023-11-15,CUST369,Male,23,Electronics,3,500,1500,18-25,Wednesday,November,4
370,2023-10-16,CUST370,Male,23,Electronics,2,30,60,18-25,Monday,October,4
371,2023-02-21,CUST371,Female,20,Beauty,1,25,25,18-25,Tuesday,February,1
372,2023-02-07,CUST372,Female,24,Beauty,3,500,1500,18-25,Tuesday,February,1
373,2023-10-03,CUST373,Female,25,Beauty,2,300,600,26-35,Tuesday,October,4
374,2023-04-20,CUST374,Female,59,Beauty,3,25,75,56-65,Thursday,April,2
375,2023-09-17,CUST375,Male,32,Clothing,1,50,50,26-35,Sunday,September,3
376,2023-05-16,CUST376,Female,64,Beauty,1,30,30,56-65,Tuesday,May,2
377,2023-03-09,CUST377,Female,46,Clothing,4,50,200,46-55,Thursday,March,1
378,2023-06-28,CUST378,Male,50,Beauty,1,300,300,46-55,Wednesday,June,2
379,2023-02-05,CUST379,Female,47,Clothing,1,25,25,46-55,Sunday,February,1
380,2023-05-06,CUST380,Male,56,Electronics,2,300,600,56-65,Saturday,May,2
381,2023-07-09,CUST381,Female,44,Clothing,4,25,100,36-45,Sunday,July,3
382,2023-05-26,CUST382,Female,53,Clothing,2,500,1000,46-55,Friday,May,2
383,2023-03-22,CUST383,Female,46,Beauty,3,30,90,46-55,Wednesday,March,1
384,2023-08-13,CUST384,Male,55,Clothing,1,500,500,56-65,Sunday,August,3
385,2023-10-06,CUST385,Male,50,Electronics,3,500,1500,46-55,Friday,October,4
386,2023-12-27,CUST386,Female,54,Electronics,2,300,600,46-55,Wednesday,December,4
387,2023-06-04,CUST387,Male,44,Beauty,1,30,30,36-45,Sunday,June,2
388,2023-11-10,CUST388,Male,50,Electronics,1,25,25,46-55,Friday,November,4
389,2023-12-01,CUST389,Male,21,Clothing,2,25,50,18-25,Friday,December,4
390,2023-09-28,CUST390,Male,39,Electronics,2,50,100,36-45,Thursday,September,3
391,2023-01-05,CUST391,Male,19,Beauty,2,25,50,18-25,Thursday,January,1
392,2023-12-08,CUST392,Male,27,Clothing,2,300,600,26-35,Friday,December,4
393,2023-10-11,CUST393,Female,22,Beauty,2,500,1000,18-25,Wednesday,October,4
394,2023-06-03,CUST394,Female,27,Clothing,1,500,500,26-35,Saturday,June,2
395,2023-12-06,CUST395,Male,50,Electronics,2,500,1000,46-55,Wednesday,December,4
396,2023-02-23,CUST396,Female,55,Beauty,1,30,30,56-65,Thursday,February,1
397,2023-03-10,CUST397,Female,30,Beauty,1,25,25,26-35,Friday,March,1
398,2023-05-16,CUST398,Female,48,Clothing,2,300,600,46-55,Tuesday,May,2
399,2023-03-01,CUST399,Female,64,Beauty,2,30,60,56-65,Wednesday,March,1
400,2023-02-24,CUST400,Male,53,Clothing,4,50,200,46-55,Friday,February,1
401,2023-10-11,CUST401,Female,62,Clothing,1,300,300,56-65,Wednesday,October,4
402,2023-03-21,CUST402,Female,41,Clothing,2,300,600,36-45,Tuesday,March,1
403,2023-05-20,CUST403,Male,32,Clothing,2,300,600,26-35,Saturday,May,2
404,2023-05-25,CUST404,Male,46,Electronics,2,500,1000,46-55,Thursday,May,2
405,2023-11-06,CUST405,Female,25,Clothing,4,300,1200,26-35,Monday,November,4
406,2023-04-18,CUST406,Female,22,Beauty,4,25,100,18-25,Tuesday,April,2
407,2023-06-25,CUST407,Female,46,Electronics,3,300,900,46-55,Sunday,June,2
408,2023-04-15,CUST408,Female,64,Beauty,1,500,500,56-65,Saturday,April,2
409,2023-12-18,CUST409,Female,21,Electronics,3,300,900,18-25,Monday,December,4
410,2023-11-21,CUST410,Female,29,Clothing,2,50,100,26-35,Tuesday,November,4
411,2023-05-16,CUST411,Male,62,Electronics,4,50,200,56-65,Tuesday,May,2
412,2023-09-16,CUST412,Female,19,Electronics,4,500,2000,18-25,Saturday,September,3
413,2023-09-08,CUST413,Female,44,Beauty,3,25,75,36-45,Friday,September,3
414,2023-05-09,CUST414,Male,48,Beauty,4,25,100,46-55,Tuesday,May,2
415,2023-01-27,CUST415,Male,53,Clothing,2,30,60,46-55,Friday,January,1
416,2023-02-17,CUST416,Male,53,Electronics,4,500,2000,46-55,Friday,February,1
417,2023-11-21,CUST417,Male,43,Electronics,3,300,900,36-45,Tuesday,November,4
418,2023-08-05,CUST418,Female,60,Electronics,2,500,1000,56-65,Saturday,August,3
419,2023-05-22,CUST419,Female,44,Clothing,3,30,90,36-45,Monday,May,2
420,2023-01-23,CUST420,Female,22,Clothing,4,500,2000,18-25,Monday,January,1
421,2023-01-02,CUST421,Female,37,Clothing,3,500,1500,36-45,Monday,January,1
422,2023-06-20,CUST422,Female,28,Clothing,3,30,90,26-35,Tuesday,June,2
423,2023-03-08,CUST423,Female,27,Clothing,1,25,25,26-35,Wednesday,March,1
424,2023-11-23,CUST424,Male,57,Beauty,4,300,1200,56-65,Thursday,November,4
425,2023-05-15,CUST425,Female,55,Electronics,4,30,120,56-65,Monday,May,2
426,2023-03-24,CUST426,Male,23,Electronics,3,50,150,18-25,Friday,March,1
427,2023-08-15,CUST427,Male,25,Electronics,1,25,25,26-35,Tuesday,August,3
428,2023-10-10,CUST428,Female,40,Electronics,4,50,200,36-45,Tuesday,October,4
429,2023-12-28,CUST429,Male,64,Electronics,2,25,50,56-65,Thursday,December,4
430,2023-08-07,CUST430,Female,43,Electronics,3,300,900,36-45,Monday,August,3
431,2023-10-15,CUST431,Male,63,Electronics,4,300,1200,56-65,Sunday,October,4
432,2023-01-05,CUST432,Female,60,Electronics,2,500,1000,56-65,Thursday,January,1
433,2023-02-27,CUST433,Male,29,Beauty,4,50,200,26-35,Monday,February,1
434,2023-02-08,CUST434,Female,43,Electronics,2,25,50,36-45,Wednesday,February,1
435,2023-12-20,CUST435,Female,30,Beauty,3,300,900,26-35,Wednesday,December,4
436,2023-03-18,CUST436,Female,57,Clothing,4,30,120,56-65,Saturday,March,1
437,2023-10-07,CUST437,Female,35,Electronics,4,300,1200,36-45,Saturday,October,4
438,2023-01-19,CUST438,Female,42,Clothing,1,30,30,36-45,Thursday,January,1
439,2023-07-09,CUST439,Male,50,Clothing,3,25,75,46-55,Sunday,July,3
440,2023-10-26,CUST440,Male,64,Clothing,2,300,600,56-65,Thursday,October,4
441,2023-10-10,CUST441,Male,57,Beauty,4,300,1200,56-65,Tuesday,October,4
442,2023-03-17,CUST442,Female,60,Clothing,4,25,100,56-65,Friday,March,1
443,2023-08-09,CUST443,Male,29,Clothing,2,300,600,26-35,Wednesday,August,3
444,2023-03-07,CUST444,Female,61,Clothing,3,30,90,56-65,Tuesday,March,1
445,2023-01-22,CUST445,Female,53,Electronics,1,300,300,46-55,Sunday,January,1
446,2023-06-07,CUST446,Male,21,Electronics,1,50,50,18-25,Wednesday,June,2
447,2023-07-06,CUST447,Male,22,Beauty,4,500,2000,18-25,Thursday,July,3
448,2023-01-21,CUST448,Female,54,Beauty,2,30,60,46-55,Saturday,January,1
449,2023-07-03,CUST449,Male,25,Electronics,4,50,200,26-35,Monday,July,3
450,2023-04-18,CUST450,Female,59,Beauty,2,25,50,56-65,Tuesday,April,2
451,2023-12-16,CUST451,Female,45,Electronics,1,30,30,46-55,Saturday,December,4
452,2023-05-08,CUST452,Female,48,Clothing,3,500,1500,46-55,Monday,May,2
453,2023-12-08,CUST453,Female,26,Clothing,2,500,1000,26-35,Friday,December,4
454,2023-02-22,CUST454,Female,46,Beauty,1,25,25,46-55,Wednesday,February,1
455,2023-07-01,CUST455,Male,31,Electronics,4,25,100,26-35,Saturday,July,3
456,2023-10-14,CUST456,Male,57,Electronics,2,30,60,56-65,Saturday,October,4
457,2023-07-28,CUST457,Female,58,Beauty,3,300,900,56-65,Friday,July,3
458,2023-11-14,CUST458,Female,39,Electronics,4,25,100,36-45,Tuesday,November,4
459,2023-03-21,CUST459,Male,28,Clothing,4,300,1200,26-35,Tuesday,March,1
460,2023-05-02,CUST460,Male,40,Beauty,1,50,50,36-45,Tuesday,May,2
461,2023-03-25,CUST461,Female,18,Beauty,2,500,1000,18-25,Saturday,March,1
462,2023-04-01,CUST462,Male,63,Electronics,4,300,1200,56-65,Saturday,April,2
463,2023-07-31,CUST463,Female,54,Beauty,3,500,1500,46-55,Monday,July,3
464,2023-01-13,CUST464,Male,38,Electronics,2,300,600,36-45,Friday,January,1
465,2023-04-02,CUST465,Female,43,Electronics,3,50,150,36-45,Sunday,April,2
466,2023-06-20,CUST466,Male,63,Electronics,4,25,100,56-65,Tuesday,June,2
467,2023-07-30,CUST467,Female,53,Electronics,3,50,150,46-55,Sunday,July,3
468,2023-12-09,CUST468,Male,40,Electronics,1,25,25,36-45,Saturday,December,4
469,2023-05-08,CUST469,Male,18,Beauty,3,25,75,18-25,Monday,May,2
470,2023-05-17,CUST470,Female,57,Clothing,2,500,1000,56-65,Wednesday,May,2
471,2023-03-23,CUST471,Male,32,Clothing,3,50,150,26-35,Thursday,March,1
472,2023-12-26,CUST472,Female,38,Beauty,3,300,900,36-45,Tuesday,December,4
473,2023-02-25,CUST473,Male,64,Beauty,1,50,50,56-65,Saturday,February,1
474,2023-07-15,CUST474,Female,26,Clothing,3,500,1500,26-35,Saturday,July,3
475,2023-01-20,CUST475,Male,26,Clothing,3,25,75,26-35,Friday,January,1
476,2023-08-29,CUST476,Female,27,Clothing,4,500,2000,26-35,Tuesday,August,3
477,2023-04-24,CUST477,Male,43,Clothing,4,30,120,36-45,Monday,April,2
478,2023-04-13,CUST478,Female,58,Clothing,2,30,60,56-65,Thursday,April,2
479,2023-08-24,CUST479,Male,52,Electronics,4,300,1200,46-55,Thursday,August,3
480,2023-06-29,CUST480,Female,42,Beauty,4,500,2000,36-45,Thursday,June,2
481,2023-06-06,CUST481,Female,43,Electronics,4,300,1200,36-45,Tuesday,June,2
482,2023-04-27,CUST482,Female,28,Clothing,4,300,1200,26-35,Thursday,April,2
483,2023-04-25,CUST483,Male,55,Clothing,1,30,30,56-65,Tuesday,April,2
484,2023-01-13,CUST484,Female,19,Clothing,4,300,1200,18-25,Friday,January,1
485,2023-12-04,CUST485,Male,24,Electronics,1,30,30,18-25,Monday,December,4
486,2023-04-09,CUST486,Female,35,Electronics,1,25,25,36-45,Sunday,April,2
487,2023-07-24,CUST487,Male,44,Clothing,4,500,2000,36-45,Monday,July,3
488,2023-06-18,CUST488,Female,51,Electronics,3,300,900,46-55,Sunday,June,2
489,2023-05-23,CUST489,Male,44,Electronics,1,30,30,36-45,Tuesday,May,2
490,2023-02-05,CUST490,Male,34,Clothing,3,50,150,26-35,Sunday,February,1
491,2023-05-23,CUST491,Female,60,Electronics,3,300,900,56-65,Tuesday,May,2
492,2023-06-29,CUST492,Male,61,Beauty,4,25,100,56-65,Thursday,June,2
493,2023-11-25,CUST493,Male,41,Beauty,2,25,50,36-45,Saturday,November,4
494,2023-09-18,CUST494,Female,42,Beauty,4,50,200,36-45,Monday,September,3
495,2023-07-24,CUST495,Male,24,Beauty,2,30,60,18-25,Monday,July,3
496,2023-12-14,CUST496,Male,23,Clothing,2,300,600,18-25,Thursday,December,4
497,2023-10-02,CUST497,Male,41,Clothing,4,30,120,36-45,Monday,October,4
498,2023-06-19,CUST498,Female,50,Clothing,4,25,100,46-55,Monday,June,2
499,2023-01-15,CUST499,Male,46,Beauty,2,30,60,46-55,Sunday,January,1
500,2023-03-01,CUST500,Female,60,Beauty,4,25,100,56-65,Wednesday,March,1
501,2023-05-14,CUST501,Male,39,Electronics,2,30,60,36-45,Sunday,May,2
502,2023-04-02,CUST502,Male,43,Electronics,3,50,150,36-45,Sunday,April,2
503,2023-10-25,CUST503,Male,45,Beauty,4,500,2000,46-55,Wednesday,October,4
504,2023-05-16,CUST504,Female,38,Beauty,3,50,150,36-45,Tuesday,May,2
505,2023-01-20,CUST505,Male,24,Beauty,1,50,50,18-25,Friday,January,1
506,2023-02-25,CUST506,Male,34,Beauty,3,500,1500,26-35,Saturday,February,1
507,2023-11-02,CUST507,Female,37,Electronics,3,500,1500,36-45,Thursday,November,4
508,2023-08-11,CUST508,Male,58,Beauty,2,300,600,56-65,Friday,August,3
509,2023-06-26,CUST509,Female,37,Electronics,3,300,900,36-45,Monday,June,2
510,2023-06-10,CUST510,Female,39,Beauty,4,50,200,36-45,Saturday,June,2
511,2023-08-12,CUST511,Male,45,Beauty,2,50,100,46-55,Saturday,August,3
512,2023-11-07,CUST512,Female,57,Beauty,1,25,25,56-65,Tuesday,November,4
513,2023-09-19,CUST513,Male,24,Electronics,4,25,100,18-25,Tuesday,September,3
514,2023-03-01,CUST514,Female,18,Electronics,1,300,300,18-25,Wednesday,March,1
515,2023-07-17,CUST515,Female,49,Clothing,3,300,900,46-55,Monday,July,3
516,2023-10-23,CUST516,Male,30,Beauty,4,25,100,26-35,Monday,October,4
517,2023-04-08,CUST517,Female,47,Clothing,4,25,100,46-55,Saturday,April,2
518,2023-05-11,CUST518,Female,40,Clothing,1,30,30,36-45,Thursday,May,2
519,2023-01-23,CUST519,Female,36,Electronics,4,30,120,36-45,Monday,January,1
520,2023-12-29,CUST520,Female,49,Electronics,4,25,100,46-55,Friday,December,4
521,2023-08-12,CUST521,Female,47,Clothing,4,30,120,46-55,Saturday,August,3
522,2023-01-01,CUST522,Male,46,Beauty,3,500,1500,46-55,Sunday,January,1
523,2023-09-24,CUST523,Female,62,Electronics,1,300,300,56-65,Sunday,September,3
524,2023-10-03,CUST524,Male,46,Beauty,4,300,1200,46-55,Tuesday,October,4
525,2023-12-18,CUST525,Female,47,Beauty,2,25,50,46-55,Monday,December,4
526,2023-12-10,CUST526,Male,33,Clothing,2,50,100,26-35,Sunday,December,4
527,2023-04-11,CUST527,Male,57,Clothing,2,25,50,56-65,Tuesday,April,2
528,2023-07-06,CUST528,Female,36,Clothing,2,30,60,36-45,Thursday,July,3
529,2023-08-09,CUST529,Female,35,Clothing,3,50,150,36-45,Wednesday,August,3
530,2023-02-05,CUST530,Female,18,Electronics,4,30,120,18-25,Sunday,February,1
531,2023-12-07,CUST531,Male,31,Electronics,1,500,500,26-35,Thursday,December,4
532,2023-06-19,CUST532,Female,64,Clothing,4,30,120,56-65,Monday,June,2
533,2023-11-16,CUST533,Male,19,Electronics,3,500,1500,18-25,Thursday,November,4
534,2023-06-10,CUST534,Male,45,Clothing,2,500,1000,46-55,Saturday,June,2
535,2023-12-06,CUST535,Male,47,Beauty,3,30,90,46-55,Wednesday,December,4
536,2023-03-05,CUST536,Female,55,Beauty,4,30,120,56-65,Sunday,March,1
537,2023-06-03,CUST537,Female,21,Beauty,1,500,500,18-25,Saturday,June,2
538,2023-09-17,CUST538,Male,18,Clothing,3,50,150,18-25,Sunday,September,3
539,2023-06-08,CUST539,Male,25,Beauty,1,500,500,26-35,Thursday,June,2
540,2023-12-08,CUST540,Female,46,Electronics,3,300,900,46-55,Friday,December,4
541,2023-07-29,CUST541,Male,56,Beauty,1,500,500,56-65,Saturday,July,3
542,2023-06-17,CUST542,Female,20,Beauty,1,50,50,18-25,Saturday,June,2
543,2023-07-26,CUST543,Male,49,Beauty,2,300,600,46-55,Wednesday,July,3
544,2023-12-23,CUST544,Female,27,Electronics,1,25,25,26-35,Saturday,December,4
545,2023-06-01,CUST545,Male,27,Clothing,2,25,50,26-35,Thursday,June,2
546,2023-10-11,CUST546,Female,36,Electronics,4,50,200,36-45,Wednesday,October,4
547,2023-03-07,CUST547,Male,63,Clothing,4,500,2000,56-65,Tuesday,March,1
548,2023-04-09,CUST548,Female,51,Clothing,2,30,60,46-55,Sunday,April,2
549,2023-08-04,CUST549,Female,50,Beauty,2,50,100,46-55,Friday,August,3
550,2023-12-07,CUST550,Male,40,Clothing,3,300,900,36-45,Thursday,December,4
551,2023-07-14,CUST551,Male,45,Electronics,3,300,900,46-55,Friday,July,3
552,2023-12-13,CUST552,Female,49,Electronics,3,25,75,46-55,Wednesday,December,4
553,2023-03-31,CUST553,Male,24,Clothing,4,300,1200,18-25,Friday,March,1
554,2023-11-12,CUST554,Female,46,Beauty,3,50,150,46-55,Sunday,November,4
555,2023-10-19,CUST555,Male,25,Beauty,1,300,300,26-35,Thursday,October,4
556,2023-06-04,CUST556,Female,18,Electronics,1,50,50,18-25,Sunday,June,2
557,2023-07-27,CUST557,Female,20,Beauty,3,30,90,18-25,Thursday,July,3
558,2023-10-08,CUST558,Female,41,Clothing,1,25,25,36-45,Sunday,October,4
559,2023-01-01,CUST559,Female,40,Clothing,4,300,1200,36-45,Sunday,January,1
560,2023-06-05,CUST560,Female,25,Electronics,1,50,50,26-35,Monday,June,2
561,2023-05-27,CUST561,Female,64,Clothing,4,500,2000,56-65,Saturday,May,2
562,2023-04-18,CUST562,Male,54,Electronics,2,25,50,46-55,Tuesday,April,2
563,2023-08-09,CUST563,Male,20,Clothing,2,30,60,18-25,Wednesday,August,3
564,2023-10-24,CUST564,Male,50,Electronics,2,50,100,46-55,Tuesday,October,4
565,2023-11-07,CUST565,Female,45,Beauty,2,30,60,46-55,Tuesday,November,4
566,2023-12-02,CUST566,Female,64,Clothing,1,30,30,56-65,Saturday,December,4
567,2023-06-14,CUST567,Female,25,Clothing,3,300,900,26-35,Wednesday,June,2
568,2023-08-27,CUST568,Female,51,Electronics,1,300,300,46-55,Sunday,August,3
569,2023-08-15,CUST569,Male,52,Electronics,4,50,200,46-55,Tuesday,August,3
570,2023-08-15,CUST570,Male,49,Clothing,1,500,500,46-55,Tuesday,August,3
571,2023-12-12,CUST571,Female,41,Electronics,1,50,50,36-45,Tuesday,December,4
572,2023-04-20,CUST572,Male,31,Clothing,4,500,2000,26-35,Thursday,April,2
573,2023-09-19,CUST573,Male,49,Beauty,2,30,60,46-55,Tuesday,September,3
574,2023-08-31,CUST574,Female,63,Electronics,2,25,50,56-65,Thursday,August,3
575,2023-03-28,CUST575,Male,60,Clothing,2,50,100,56-65,Tuesday,March,1
576,2023-12-04,CUST576,Female,33,Beauty,3,50,150,26-35,Monday,December,4
577,2023-02-13,CUST577,Male,21,Beauty,4,500,2000,18-25,Monday,February,1
578,2023-05-26,CUST578,Female,54,Clothing,4,30,120,46-55,Friday,May,2
579,2023-09-21,CUST579,Female,38,Electronics,1,30,30,36-45,Thursday,September,3
580,2023-12-06,CUST580,Female,31,Clothing,3,500,1500,26-35,Wednesday,December,4
581,2023-11-21,CUST581,Female,48,Beauty,2,30,60,46-55,Tuesday,November,4
582,2023-11-14,CUST582,Male,35,Clothing,3,300,900,36-45,Tuesday,November,4
583,2023-06-21,CUST583,Female,24,Electronics,4,25,100,18-25,Wednesday,June,2
584,2023-02-17,CUST584,Female,27,Beauty,4,50,200,26-35,Friday,February,1
585,2023-05-01,CUST585,Female,24,Clothing,1,25,25,18-25,Monday,May,2
586,2023-12-11,CUST586,Male,50,Electronics,1,50,50,46-55,Monday,December,4
587,2023-06-08,CUST587,Female,40,Beauty,4,300,1200,36-45,Thursday,June,2
588,2023-04-26,CUST588,Male,38,Electronics,2,30,60,36-45,Wednesday,April,2
589,2023-04-12,CUST589,Female,36,Beauty,2,500,1000,36-45,Wednesday,April,2
590,2023-03-17,CUST590,Male,36,Clothing,3,300,900,36-45,Friday,March,1
591,2023-01-13,CUST591,Male,53,Electronics,4,25,100,46-55,Friday,January,1
592,2023-01-24,CUST592,Female,46,Beauty,4,500,2000,46-55,Tuesday,January,1
593,2023-05-06,CUST593,Male,35,Electronics,2,30,60,36-45,Saturday,May,2
594,2023-09-01,CUST594,Female,19,Electronics,2,300,600,18-25,Friday,September,3
595,2023-11-09,CUST595,Female,18,Clothing,4,500,2000,18-25,Thursday,November,4
596,2023-02-07,CUST596,Female,64,Electronics,1,300,300,56-65,Tuesday,February,1
597,2023-08-22,CUST597,Male,22,Beauty,4,300,1200,18-25,Tuesday,August,3
598,2023-08-01,CUST598,Male,37,Beauty,4,30,120,36-45,Tuesday,August,3
599,2023-11-19,CUST599,Female,28,Beauty,2,50,100,26-35,Sunday,November,4
600,2023-10-22,CUST600,Female,59,Beauty,2,500,1000,56-65,Sunday,October,4
601,2023-04-10,CUST601,Male,19,Clothing,1,30,30,18-25,Monday,April,2
602,2023-12-23,CUST602,Female,20,Electronics,1,300,300,18-25,Saturday,December,4
603,2023-07-16,CUST603,Female,40,Clothing,3,30,90,36-45,Sunday,July,3
604,2023-09-11,CUST604,Female,29,Electronics,4,50,200,26-35,Monday,September,3
605,2023-07-24,CUST605,Male,37,Electronics,2,500,1000,36-45,Monday,July,3
606,2023-05-05,CUST606,Male,22,Electronics,1,50,50,18-25,Friday,May,2
607,2023-03-17,CUST607,Male,54,Clothing,3,25,75,46-55,Friday,March,1
608,2023-12-02,CUST608,Female,55,Electronics,3,500,1500,56-65,Saturday,December,4
609,2023-12-19,CUST609,Female,47,Clothing,2,50,100,46-55,Tuesday,December,4
610,2023-01-03,CUST610,Female,26,Beauty,2,300,600,26-35,Tuesday,January,1
611,2023-02-24,CUST611,Male,51,Beauty,3,500,1500,46-55,Friday,February,1
612,2023-08-06,CUST612,Female,61,Electronics,1,500,500,56-65,Sunday,August,3
613,2023-04-23,CUST613,Female,52,Clothing,3,30,90,46-55,Sunday,April,2
614,2023-04-01,CUST614,Female,39,Beauty,4,300,1200,36-45,Saturday,April,2
615,2023-12-23,CUST615,Female,61,Clothing,4,25,100,56-65,Saturday,December,4
616,2023-09-23,CUST616,Male,41,Clothing,2,50,100,36-45,Saturday,September,3
617,2023-08-26,CUST617,Male,34,Electronics,1,30,30,26-35,Saturday,August,3
618,2023-01-26,CUST618,Female,27,Beauty,1,50,50,26-35,Thursday,January,1
619,2023-10-13,CUST619,Male,47,Electronics,4,25,100,46-55,Friday,October,4
620,2023-05-08,CUST620,Male,63,Electronics,3,25,75,56-65,Monday,May,2
621,2023-03-04,CUST621,Female,40,Beauty,2,500,1000,36-45,Saturday,March,1
622,2023-08-22,CUST622,Female,49,Beauty,3,25,75,46-55,Tuesday,August,3
623,2023-03-10,CUST623,Male,34,Clothing,3,50,150,26-35,Friday,March,1
624,2023-08-26,CUST624,Female,34,Beauty,3,300,900,26-35,Saturday,August,3
625,2023-12-08,CUST625,Male,31,Clothing,1,300,300,26-35,Friday,December,4
626,2023-09-29,CUST626,Female,26,Clothing,4,500,2000,26-35,Friday,September,3
627,2023-10-14,CUST627,Male,57,Clothing,1,50,50,56-65,Saturday,October,4
628,2023-11-01,CUST628,Female,19,Beauty,4,50,200,18-25,Wednesday,November,4
629,2023-06-12,CUST629,Male,62,Electronics,2,25,50,56-65,Monday,June,2
630,2023-08-15,CUST630,Male,42,Clothing,2,50,100,36-45,Tuesday,August,3
631,2023-11-10,CUST631,Male,56,Electronics,3,30,90,56-65,Friday,November,4
632,2023-09-16,CUST632,Female,26,Electronics,4,25,100,26-35,Saturday,September,3
633,2023-08-07,CUST633,Male,39,Beauty,4,30,120,36-45,Monday,August,3
634,2023-10-08,CUST634,Male,60,Electronics,4,500,2000,56-65,Sunday,October,4
635,2023-08-17,CUST635,Female,63,Electronics,3,300,900,56-65,Thursday,August,3
636,2023-03-23,CUST636,Female,21,Beauty,3,500,1500,18-25,Thursday,March,1
637,2023-09-01,CUST637,Male,43,Clothing,2,300,600,36-45,Friday,September,3
638,2023-08-19,CUST638,Male,46,Electronics,1,500,500,46-55,Saturday,August,3
639,2023-05-13,CUST639,Female,62,Beauty,4,50,200,56-65,Saturday,May,2
640,2023-05-07,CUST640,Female,51,Electronics,4,30,120,46-55,Sunday,May,2
641,2023-11-23,CUST641,Female,40,Electronics,1,300,300,36-45,Thursday,November,4
642,2023-05-22,CUST642,Female,54,Clothing,4,25,100,46-55,Monday,May,2
643,2023-09-24,CUST643,Female,28,Electronics,3,30,90,26-35,Sunday,September,3
